trial,span-norm,depth-norm,theta-norm,opt-span-norm,opt-depth-norm,opt-theta-norm,Differance
3link-v-3link_2_rotateLeft_up-right,0.257,0.106,4.49,0.295,0.153,15,0.278,0.2438741573296503
3link-v-3link_1_rotateLeft_right,0.418,0.088,10.214,0.418,0.0,15,0.427,0.1715314580004486
3link-v-3link_2_rotateLeft_right,0.627,-0.133,6.723,0.627,0.0,15,0.641,0.2774609021875707
3link-v-3link_1_rotateLeft_down-right,1.225,-0.343,57.875,1.099,0.571,15,1.272,1.670953943489756
3link-v-3link_2_rotateLeft_down-right,0.344,-0.2,11.182,0.356,0.185,15,0.398,0.45182363842961215
3link-v-3link_1_rotateLeft_down,-0.104,-0.143,19.558,0.0,-0.143,15,0.177,0.1835521073059015
3link-v-3link_2_rotateLeft_down,-0.002,-0.193,8.939,0.0,-0.193,15,0.193,0.10778440596337634
3link-v-3link_1_rotateLeft_down-left,-1.287,-0.282,42.853,1.132,0.588,15,1.318,3.05681926475941
3link-v-3link_2_rotateLeft_down-left,-1.15,-0.381,53.13,1.083,0.562,15,1.211,3.0894449508790616
3link-v-3link_1_rotateLeft_left,-0.864,-0.256,18.435,-0.864,0.0,15,0.901,0.3159520598060052
3link-v-3link_2_rotateLeft_left,-0.956,0.402,31.399,-0.956,0.0,15,1.037,0.6882165440345501
3link-v-3link_1_rotateLeft_up-left,-0.254,0.258,12.433,0.385,0.2,15,0.362,0.6864294404894754
3link-v-3link_2_rotateLeft_up-left,-0.234,0.242,7.815,0.419,0.217,15,0.337,0.7788802920142494
3link-v-3link_1_rotateRight_up,-0.086,0.174,15.137,0.0,0.174,15,0.194,0.08839110107523218
3link-v-3link_2_rotateRight_up,0.054,0.16,13.496,0.0,0.16,15,0.169,0.08024975194999469
3link-v-3link_1_rotateRight_up-right,0.152,0.245,21.008,0.28,0.145,15,0.288,0.2672909054937949
3link-v-3link_2_rotateRight_up-right,0.185,0.232,13.735,0.285,0.148,15,0.297,0.1526770367762444
3link-v-3link_1_rotateRight_right,0.674,-0.288,27.487,0.674,0.0,15,0.733,0.5059392636965319
3link-v-3link_2_rotateRight_right,0.651,0.271,31.297,0.651,0.0,15,0.705,0.555436308197516
3link-v-3link_1_rotateRight_down-right,1.145,-0.39,52.243,1.086,0.564,15,1.21,1.605835655620684
3link-v-3link_2_rotateRight_down-right,1.154,-0.451,58.703,1.111,0.577,15,1.239,1.791660169036037
3link-v-3link_1_rotateRight_down,-0.126,-0.15,17.384,0.0,-0.15,15,0.196,0.16760864936754483
3link-v-3link_2_rotateRight_down,-0.044,-0.197,24.622,0.0,-0.197,15,0.202,0.21193558062689433
3link-v-3link_1_rotateRight_down-left,-0.986,-0.365,47.147,1.091,0.566,15,1.051,2.8371839092366606
3link-v-3link_2_rotateRight_down-left,-0.264,-0.379,30.813,0.505,0.262,15,0.462,1.2771092870007252
3link-v-3link_1_rotateRight_left,-0.664,0.123,7.007,-0.664,0.0,15,0.675,0.2625041671119067
3link-v-3link_2_rotateRight_left,-0.558,-0.231,12.653,-0.558,0.0,15,0.604,0.2719628775443069
3link-v-3link_1_rotateRight_up-left,-0.276,0.232,3.451,0.385,0.2,15,0.361,0.8633422059646663
3link-v-3link_2_rotateRight_up-left,-0.191,0.156,7.89,0.24,0.125,15,0.247,0.5562063208560748
